origen,destino,distancia
N296,N1395,20.02
N296,N168,23.5
N296,N1234,28.5
N297,N787,4.0
N297,N172,20.03
N297,N1157,27.15
N297,N1289,23.0
N297,N153,31.69
N298,N309,5.58
N298,N641,25.6
N298,N1044,21.97
N298,N811,27.89
N299,N1025,10.83
N299,N63,19.16
N299,N184,23.35
N299,N1086,32.04
N300,N1490,9.75
N300,N547,20.94
N300,N1345,21.84
N301,N1371,14.13
N301,N840,17.51
N301,N86,24.99
N301,N314,31.22
N302,N1208,3.03
N302,N1104,21.96
N302,N275,18.23
N302,N1236,20.64
N302,N1108,19.83
N303,N810,12.45
N303,N86,18.96
N303,N1371,22.59
N303,N737,33.8
N304,N1460,12.47
N304,N22,15.57
N304,N482,20.53
N305,N811,12.73
N305,N565,12.7
N305,N124,16.94
N305,N641,27.82
N306,N1266,18.06
N306,N1389,40.2
N306,N921,40.55
N307,N378,14.92
N307,N1205,21.57
N307,N334,23.82
N307,N535,28.02
N308,N1109,16.65
N308,N1393,17.67
N308,N997,17.76
N308,N180,28.36
N309,N298,5.06
N309,N1044,18.59
N309,N641,24.49
N310,N760,6.1
N310,N1494,14.52
N310,N117,13.03
N310,N156,17.16
N310,N1112,19.86
N311,N503,4.36
N311,N1463,11.38
N311,N466,24.22
N311,N932,23.8
N311,N84,22.43
N312,N783,12.37
N312,N111,16.87
N312,N1030,24.38
N312,N1339,24.3
N312,N1156,30.72
N312,N840,26.46
N313,N655,5.36
N313,N1426,12.25
N313,N317,16.7
N313,N510,17.8
N314,N301,39.58
N314,N721,32.41
N314,N952,42.68
N314,N840,48.94
N315,N175,11.68
N315,N1443,14.75
N315,N48,21.02
N316,N1302,20.8
N316,N888,27.86
N316,N354,22.28
N316,N1360,21.03
N317,N313,16.43
N317,N510,20.13
N317,N655,21.62
N317,N339,17.37
N317,N1238,24.57
N318,N207,19.77
N318,N325,35.18
N318,N519,36.95
N318,N1412,33.95
N318,N980,48.64
N319,N1255,18.3
N319,N728,23.47
N319,N40,28.72
N319,N670,32.52
N320,N711,13.77
N320,N175,15.74
N320,N1209,27.22
N320,N110,27.27
N320,N315,30.94
N321,N1273,11.99
N321,N897,10.22
N321,N842,20.11
N321,N986,30.99
N322,N1458,12.86
N322,N1497,18.9
N322,N906,18.51
N322,N1217,30.44
N323,N567,7.65
N323,N19,11.76
N323,N1315,15.56
N323,N679,16.59
N324,N849,19.4
N324,N106,19.42
N324,N496,30.86
N324,N1176,35.4
N324,N528,47.59
N325,N519,9.37
N325,N341,28.48
N325,N207,34.69
N325,N436,32.82
N325,N630,38.46
N325,N318,32.32
N326,N656,9.1
N326,N1145,17.52
N326,N1310,24.2
N326,N356,23.82
N327,N1424,5.97
N327,N1141,10.02
N327,N410,18.83
N327,N987,20.02
N327,N1225,27.45
N328,N80,3.77
N328,N426,5.86
N328,N748,8.13
N329,N791,27.23
N329,N1090,25.48
N329,N1107,32.94
N329,N264,33.27
N329,N1202,29.65
N329,N1066,37.47
N330,N825,16.67
N330,N740,29.17
N330,N670,34.37
N331,N1228,14.72
N331,N817,23.79
N331,N91,19.63
N331,N1292,21.54
N331,N1134,23.04
N331,N1445,32.0
N332,N946,19.17
N332,N1169,19.33
N332,N1299,19.16
N332,N380,20.35
N332,N347,26.93
N332,N965,32.36
N333,N1477,4.67
N333,N170,5.63
N333,N507,19.92
N334,N416,7.57
N334,N526,8.35
N334,N535,8.92
N334,N961,11.36
N334,N625,22.69
N334,N307,29.39
N335,N97,1.23
N335,N1097,25.12
N335,N835,20.6
N336,N450,10.57
N336,N746,30.55
N336,N173,38.29
N336,N12,46.34
N337,N865,11.29
N337,N458,18.77
N337,N898,27.02
N338,N935,14.88
N338,N286,18.37
N338,N911,21.09
N338,N1496,18.72
N338,N1317,23.81
N339,N1238,4.18
N339,N510,5.26
N339,N245,12.77
N339,N317,21.4
N340,N418,6.95
N340,N1274,12.46
N340,N1181,19.67
N340,N611,17.67
N341,N436,5.08
N341,N519,18.36
N341,N325,25.45
N341,N630,30.67
N341,N311,55.93
N341,N485,56.51
N342,N1374,36.57
N342,N1422,44.55
N342,N358,48.28
N343,N1325,28.45
N343,N825,22.8
N343,N330,28.27
N343,N229,36.16
N344,N1055,0.18
N344,N233,14.09
N344,N183,25.43
N344,N885,28.89
N344,N1283,28.72
N345,N1146,15.68
N345,N285,18.13
N345,N595,40.88
N345,N529,46.57
N346,N1476,6.84
N346,N431,18.47
N346,N756,29.09
N346,N1455,22.21
N347,N788,15.3
N347,N639,24.69
N347,N332,29.32
N347,N380,32.97
N347,N561,27.68
N348,N136,6.76
N348,N1016,14.79
N348,N756,25.93
N348,N750,21.26
N349,N947,11.88
N349,N235,17.95
N349,N1398,16.47
N349,N1037,24.41
N349,N635,23.34
N349,N1070,28.98
N350,N1016,13.59
N350,N461,19.56
N350,N1491,24.32
N350,N348,23.0
N350,N136,39.6
N350,N346,38.88
N351,N784,3.31
N351,N1388,6.44
N351,N291,16.76
N351,N546,18.26
N352,N109,16.62
N352,N1440,20.31
N352,N824,19.1
N353,N965,7.9
N353,N147,18.52
N353,N1299,18.0
N354,N888,16.04
N354,N1432,16.82
N354,N1112,21.31
N354,N942,26.11
N354,N316,21.32
N355,N1337,21.23
N355,N459,22.51
N355,N1331,25.92
N355,N1151,37.41
N355,N801,33.93
N355,N1104,46.45
N356,N829,6.17
N356,N1310,15.05
N356,N656,12.43
N357,N368,9.39
N357,N1381,22.23
N357,N847,32.47
N357,N1083,38.92
N357,N217,39.08
N357,N1352,42.47
N358,N901,19.06
N358,N1124,25.72
N358,N1422,30.61
N359,N933,2.63
N359,N34,20.09
N359,N1400,23.78
N360,N283,13.84
N360,N1034,23.61
N360,N919,23.91
N360,N384,33.09
N360,N1173,34.21
N361,N151,7.78
N361,N1315,25.74
N361,N19,28.21
N361,N697,26.39
N362,N107,8.93
N362,N673,13.9
N362,N1313,27.26
N362,N427,26.26
N363,N576,2.5
N363,N1407,11.08
N363,N1446,13.3
N364,N992,19.99
N364,N162,30.03
N364,N68,28.3
N364,N509,27.76
N365,N1260,14.05
N365,N1253,22.66
N365,N479,24.17
N365,N1043,32.33
N366,N912,6.46
N366,N1362,14.58
N366,N155,36.9
N366,N913,29.01
N366,N683,33.41
N367,N119,19.55
N367,N615,21.81
N367,N1197,21.27
N367,N755,30.25
N367,N998,37.09
N367,N780,38.06
N368,N357,12.83
N368,N1381,35.08
N368,N766,33.23
N368,N957,37.72
N368,N702,41.81
N368,N389,46.34
N369,N603,8.32
N369,N1132,20.8
N369,N878,25.44
N369,N654,26.65
N369,N886,34.88
N370,N1378,15.86
N370,N1073,13.25
N370,N1297,17.1
N370,N1072,15.9
N370,N421,24.68
N371,N420,7.28
N371,N1241,10.37
N371,N247,18.01
N371,N793,16.1
N371,N1267,16.94
N372,N809,11.88
N372,N985,14.13
N372,N26,23.76
N372,N129,29.71
N373,N548,7.06
N373,N224,15.88
N373,N697,17.42
N373,N927,27.86
N373,N361,33.6
N374,N405,6.9
N374,N169,12.24
N374,N724,19.59
N374,N668,31.76
N375,N1087,10.46
N375,N1024,18.21
N375,N1135,25.62
N375,N534,28.57
N376,N1154,8.69
N376,N940,13.59
N376,N1149,18.68
N376,N915,17.67
N376,N1398,20.08
N376,N675,25.58
N377,N451,11.31
N377,N75,8.99
N377,N30,20.35
N377,N1162,22.94
N377,N785,25.81
N378,N1114,11.66
N378,N307,13.79
N378,N1328,22.3
N378,N394,35.41
N379,N588,17.58
N379,N447,30.14
N379,N29,32.19
N380,N332,19.32
N380,N946,24.86
N380,N716,19.92
N381,N729,11.44
N381,N570,19.94
N381,N928,29.76
N381,N1477,29.53
N381,N1018,33.22
N382,N904,1.66
N382,N896,11.05
N382,N484,16.99
N382,N1486,15.8
N382,N468,19.95
N383,N1177,1.26
N383,N952,12.12
N383,N743,15.05
N383,N786,18.23
N383,N1323,23.35
N384,N278,9.72
N384,N919,20.27
N384,N283,22.58
N384,N1094,24.76
N384,N1034,21.05
N385,N1429,12.73
N385,N944,19.62
N385,N1150,24.06
N385,N141,30.16
N385,N146,35.78
N386,N434,19.77
N386,N978,19.93
N386,N1423,24.23
N387,N839,21.31
N387,N1223,23.32
N387,N1346,30.77
N387,N797,34.43
N388,N100,28.11
N388,N747,34.27
N388,N49,63.43
N388,N1481,61.09
N388,N474,62.75
N388,N1137,63.12
N389,N702,8.12
N389,N249,9.85
N389,N1282,24.25
N389,N766,32.6
N389,N1210,30.43
N389,N368,37.02
N390,N1217,12.25
N390,N930,20.84
N390,N470,15.55
N390,N322,42.95
N390,N671,33.98
N390,N775,37.65
N391,N223,5.28
N391,N1095,11.8
N391,N589,17.33
N391,N761,24.74
N392,N1264,8.0
N392,N290,14.64
N392,N996,20.87
N392,N446,25.4
N392,N1417,30.04
N392,N287,24.41
N393,N1182,3.81
N393,N1390,14.87
N393,N1071,17.22
N393,N1485,29.46
N393,N178,31.37
N394,N1328,16.87
N394,N1114,20.46
N394,N378,28.46
N394,N403,39.87
N394,N1189,42.77
N395,N356,23.28
N395,N829,23.98
N395,N1384,32.29
N395,N656,32.31
N396,N167,7.94
N396,N130,16.51
N396,N795,23.23
N396,N1082,31.07
N396,N422,28.12
N397,N105,12.76
N397,N456,11.91
N397,N287,20.46
N397,N1417,23.81
N397,N996,33.86
N398,N905,6.83
N398,N684,26.59
N398,N1172,25.58
N398,N790,24.7
N398,N237,29.21
N398,N614,32.71
N399,N737,18.69
N399,N983,20.55
N399,N810,33.13
N399,N303,35.9
N399,N113,30.96
N399,N719,38.83
N400,N892,11.14
N400,N884,19.83
N400,N231,27.6
N401,N133,30.17
N401,N1013,42.19
N401,N501,46.51
N402,N1210,7.93
N402,N1282,21.07
N402,N799,20.95
N402,N766,27.89
N402,N633,26.15
N403,N740,29.05
N403,N281,38.59
N403,N876,36.96
N403,N670,41.92
N403,N1170,45.59
N404,N1456,23.91
N404,N910,23.81
N404,N758,29.69
N405,N374,6.0
N405,N169,20.09
N405,N1231,32.51
N405,N724,22.75
N405,N1358,36.84
N406,N211,4.97
N406,N1204,6.32
N406,N885,16.31
N406,N122,23.69
N406,N1048,31.02
N407,N266,18.93
N407,N555,20.89
N407,N40,30.18
N407,N728,30.86
N407,N385,32.61
N408,N752,9.24
N408,N1100,13.51
N408,N1343,17.4
N408,N1442,17.31
N409,N1259,25.96
N409,N2,34.12
N409,N879,26.76
N409,N1250,26.95
N410,N1141,7.32
N410,N1424,15.7
N410,N327,19.27
N411,N1064,14.91
N411,N460,19.19
N411,N1402,22.29
N411,N1378,28.46
N412,N735,7.5
N412,N1153,18.54
N412,N43,21.27
N412,N1027,28.11
N412,N1310,24.94
N412,N315,26.36
N413,N687,16.92
N413,N995,20.1
N413,N620,22.55
N413,N704,21.82
N413,N1056,28.11
N413,N1061,35.68
N414,N1020,10.84
N414,N1079,22.02
N414,N41,28.48
N414,N802,29.39
N414,N616,35.89
N415,N430,3.2
N415,N627,25.83
N415,N767,29.09
N416,N526,4.57
N416,N535,4.67
N416,N334,8.38
N416,N961,10.61
N416,N625,19.53
N417,N595,16.18
N417,N1089,15.44
N417,N285,30.61
N418,N340,7.27
N418,N1274,6.74
N418,N611,18.34
N419,N861,5.56
N419,N54,21.76
N419,N1005,28.77
N419,N764,34.6
N419,N684,46.54
N419,N614,55.44
N420,N371,7.64
N420,N1267,12.29
N420,N247,14.32
N420,N1241,17.27
N420,N632,24.68
N421,N1073,6.22
N421,N1378,7.88
N421,N460,14.19
N421,N370,17.36
N421,N1329,27.76
N422,N1468,5.5
N422,N1451,16.06
N422,N167,19.88
N423,N602,15.32
N423,N192,32.12
N423,N92,29.12
N423,N369,32.6
N423,N1358,43.53
N424,N836,11.47
N424,N267,22.64
N424,N1222,26.25
N424,N1259,30.08
N425,N1428,10.05
N425,N1332,36.73
N425,N82,36.99
N425,N1454,47.37
N426,N80,2.41
N426,N328,4.93
N426,N748,7.87
N427,N914,1.5
N427,N1246,5.94
N427,N1120,23.99
N427,N673,27.88
N428,N669,16.42
N428,N417,29.62
N428,N1146,39.86
N428,N285,44.89
N428,N595,33.42
N428,N521,38.3
N429,N45,10.56
N429,N1105,19.5
N429,N748,23.48
N430,N415,4.11
N430,N767,23.62
N430,N627,24.38
N430,N768,24.88
N430,N504,29.13
N430,N1419,29.61
N431,N346,21.79
N431,N1476,24.76
N431,N1464,25.27
N431,N1297,49.34
N432,N723,28.16
N432,N753,32.7
N432,N517,34.06
N432,N1063,27.34
N432,N622,43.4
N432,N441,39.63
N433,N1118,13.62
N433,N1111,22.37
N433,N1117,29.78
N433,N487,31.42
N433,N886,39.45
N433,N637,32.03
N434,N386,23.11
N434,N604,32.75
N434,N978,30.01
N434,N605,40.63
N434,N508,42.95
N434,N1077,40.9
N435,N626,10.76
N435,N559,13.53
N435,N1030,17.62
N435,N1156,18.49
N436,N341,4.59
N436,N630,21.59
N436,N519,26.33
N436,N325,27.62
N436,N311,42.43
N436,N503,41.69
N437,N624,17.02
N437,N222,17.91
N437,N1199,26.39
N438,N96,16.25
N438,N81,14.78
N438,N1441,30.0
N438,N1039,25.14
N439,N253,7.07
N439,N491,11.69
N439,N1397,23.11
N439,N443,27.42
N440,N763,10.71
N440,N39,15.04
N440,N820,13.88
N440,N934,20.67
N441,N1063,12.16
N441,N517,18.28
N441,N1258,28.48
N442,N1155,25.64
N442,N941,28.44
N442,N194,43.39
N442,N1006,36.89
N442,N774,53.05
N442,N1180,54.55
N443,N1221,17.78
N443,N439,22.82
N443,N1397,20.73
N444,N78,6.55
N444,N1265,10.27
N444,N638,14.99
N444,N644,11.55
N444,N851,29.65
N445,N653,6.02
N445,N972,8.12
N445,N1004,12.9
N445,N1294,20.17
N445,N174,20.86
N445,N37,32.31
N446,N218,2.66
N446,N1091,11.91
N446,N290,19.94
N446,N823,18.08
N446,N1195,20.77
N447,N588,20.58
N447,N379,27.14
N447,N1278,41.82
N447,N29,38.58
N447,N1185,34.87
N447,N123,44.28
N448,N212,13.46
N448,N226,23.73
N448,N102,27.73
N448,N925,31.39
N448,N540,31.99
N448,N895,40.25
N449,N594,4.15
N449,N1167,6.9
N449,N1456,16.96
N450,N336,8.9
N450,N746,21.69
N450,N173,36.4
N450,N178,39.55
N450,N1182,47.96
N450,N393,43.56
N451,N377,9.64
N451,N785,19.22
N451,N75,17.9
N452,N1240,30.86
N452,N1220,25.94
N452,N882,25.59
N452,N196,32.7
N452,N139,46.24
N452,N798,45.86
N453,N492,16.6
N453,N1331,22.65
N453,N459,26.37
N453,N267,24.62
N453,N1053,22.0
N454,N112,25.89
N454,N426,26.91
N454,N531,27.9
N454,N80,35.94
N454,N1466,34.84
N454,N328,33.88
N455,N142,9.25
N455,N1438,15.6
N455,N1049,15.27
N456,N397,15.8
N456,N996,13.87
N456,N287,17.43
N456,N856,20.27
N456,N105,27.95
N456,N1417,29.53
N457,N554,7.51
N457,N1235,20.5
N457,N1198,20.19
N457,N204,33.24
N458,N865,8.42
N458,N27,14.64
N458,N337,15.94
N458,N1058,33.32
N459,N801,20.21
N459,N1151,19.7
N459,N1331,26.59
N459,N492,19.13
N459,N355,25.76
N459,N453,21.36
N460,N1378,11.41
N460,N421,19.01
N460,N411,20.49
N460,N1073,17.29
N461,N1491,22.64
N461,N350,16.53
N461,N1016,29.71
N461,N1484,26.47
N462,N1306,11.63
N462,N124,23.68
N462,N188,25.99
N462,N204,33.44
N463,N198,10.17
N463,N120,26.17
N463,N1370,26.88
N463,N1334,27.22
N463,N1037,36.13
N463,N706,41.44
N464,N738,12.85
N464,N1288,11.58
N464,N1379,12.51
N465,N1335,16.89
N465,N125,18.66
N465,N936,24.2
N465,N815,29.41
N466,N1237,14.01
N466,N932,10.16
N466,N503,14.57
N466,N311,24.05
N467,N16,3.97
N467,N501,6.55
N467,N1013,23.15
N467,N1184,19.45
N467,N727,25.98
N467,N896,32.15
N468,N896,20.3
N468,N121,25.49
N468,N382,25.74
N468,N772,26.79
N468,N904,22.04
N469,N1068,18.61
N469,N600,18.88
N469,N165,25.9
N469,N608,26.96
N469,N1344,22.63
N470,N1217,18.12
N470,N390,18.94
N470,N671,17.17
N470,N960,36.87
N471,N205,12.01
N471,N15,13.5
N471,N963,20.82
N471,N859,19.79
N471,N651,24.07
N472,N550,12.04
N472,N942,31.87
N472,N1301,41.29
N473,N1134,12.07
N473,N817,16.8
N473,N1026,20.72
N473,N800,20.67
N474,N49,5.17
N474,N499,17.85
N474,N922,34.88
N475,N553,11.96
N475,N1496,11.83
N475,N286,20.29
N475,N338,29.61
N475,N935,37.16
N475,N1455,35.44
N476,N676,11.53
N476,N891,14.21
N476,N890,20.83
N476,N1245,15.88
N476,N1473,24.69
N477,N749,9.24
N477,N649,8.89
N477,N730,13.28
N477,N779,11.06
N478,N259,6.71
N478,N1061,7.72
N478,N1060,15.58
N478,N704,18.77
N479,N786,7.78
N479,N1260,7.96
N479,N721,21.93
N479,N365,23.7
N479,N543,28.05
N480,N1416,26.36
N480,N805,28.29
N480,N1058,32.07
N480,N27,34.35
N481,N1447,20.45
N481,N1214,28.83
N481,N270,24.18
N481,N1052,23.65
N481,N1045,22.41
N481,N1012,33.17
N482,N77,18.57
N482,N1460,15.97
N482,N304,16.66
N482,N1405,24.1
N482,N22,23.54
N483,N1309,27.49
N483,N513,33.58
N483,N1462,40.18
N483,N63,49.91
N484,N382,20.09
N484,N904,18.45
N484,N1486,24.36
N484,N896,30.53
N485,N1493,29.44
N485,N33,32.73
N485,N258,32.21
N485,N325,37.48
N486,N1447,12.5
N486,N1012,16.72
N486,N660,27.77
N486,N161,30.42
N486,N481,24.93
N486,N929,33.58
N487,N191,6.38
N487,N1430,7.78
N487,N637,17.16
N487,N1118,26.88
N488,N1355,21.31
N488,N159,25.57
N488,N114,22.11
N488,N1173,19.92
N489,N1123,3.58
N489,N1459,5.18
N489,N1326,18.91
N489,N629,23.13
N489,N819,33.75
N489,N798,44.1
N490,N631,13.19
N490,N1119,16.73
N490,N149,22.86
N491,N253,8.68
N491,N439,10.18
N491,N443,22.44
N492,N453,14.13
N492,N1053,22.58
N492,N262,18.21
N492,N459,23.18
N492,N801,23.41
N493,N1103,15.56
N493,N1164,25.01
N493,N1470,19.34
N493,N1099,23.68
N493,N273,28.35
N493,N843,44.28
N494,N1291,20.97
N494,N1340,28.53
N494,N928,27.1
N494,N662,36.34
N494,N1336,28.11
N494,N69,36.98
N495,N542,4.73
N495,N1286,31.7
N495,N103,34.71
N495,N702,42.56
N495,N568,40.96
N495,N389,59.02
N496,N528,13.64
N496,N1439,19.69
N496,N1205,27.36
N496,N1354,33.57
N497,N524,12.35
N497,N1483,15.91
N497,N969,16.81
N498,N541,28.02
N498,N712,31.56
N498,N1409,36.66
N499,N922,12.09
N499,N474,17.61
N499,N49,22.94
N499,N690,26.2
N499,N593,33.44
N500,N769,14.5
N500,N931,18.55
N500,N1490,21.64
N500,N265,31.11
N501,N467,8.94
N501,N16,10.49
N501,N1013,19.07
N501,N1184,28.68
N502,N837,6.98
N502,N754,14.11
N502,N654,33.47
N502,N1117,36.39
N502,N1069,46.21
N502,N498,39.71
N503,N311,3.73
N503,N1463,13.57
N503,N466,18.54
N503,N932,20.6
N503,N585,31.21
N504,N767,4.8
N504,N430,31.05
N504,N415,24.93
N505,N1104,29.47
N505,N1058,23.34
N505,N302,33.3
N505,N1208,26.05
N505,N275,28.57
N505,N458,36.06
N506,N250,22.13
N506,N569,32.81
N506,N0,50.11
N506,N562,37.07
N506,N1367,44.51
N506,N1161,58.88
N507,N170,17.93
N507,N333,17.73
N507,N1477,22.27
N507,N1373,21.31
N508,N1142,9.95
N508,N138,25.32
N508,N1350,22.18
N508,N386,41.55
N509,N68,4.43
N509,N723,11.56
N509,N753,14.21
N509,N1159,15.64
N509,N364,30.85
N510,N339,4.88
N510,N1238,9.27
N510,N245,16.03
N510,N317,16.06
N510,N313,24.56
N510,N79,20.8
N511,N731,6.12
N511,N36,17.06
N511,N745,19.66
N511,N1366,23.42
N511,N770,25.33
N512,N1420,20.22
N512,N1489,21.95
N512,N877,28.53
N512,N159,26.34
N513,N483,38.67
N513,N1063,51.12
N513,N441,57.78
N513,N1462,51.28
N514,N152,3.6
N514,N137,21.43
N514,N1237,23.91
N514,N945,25.11
N515,N564,15.56
N515,N1015,30.62
N515,N705,26.15
N515,N1038,37.98
N515,N657,41.35
N516,N562,17.99
N516,N134,22.97
N516,N867,20.78
N516,N582,17.44
N516,N213,16.88
N517,N441,17.31
N517,N1258,23.72
N517,N145,25.76
N517,N1063,20.08
N517,N432,37.7
N517,N364,42.97
N518,N586,19.19
N518,N1375,21.29
N518,N984,28.21
N518,N1391,29.3
N518,N255,29.14
N519,N325,11.39
N519,N341,24.74
N519,N630,29.49
N519,N436,25.17
N520,N698,15.93
N520,N228,28.5
N520,N60,21.12
N521,N761,22.98
N521,N669,26.39
N521,N826,31.93
N522,N1321,12.33
N522,N228,13.61
N522,N775,17.01
N522,N61,15.04
N522,N612,20.02
N522,N826,23.5
N523,N1311,4.95
N523,N605,6.57
N523,N959,21.95
N523,N1499,27.32
N523,N203,31.82
N524,N497,10.77
N524,N969,15.26
N524,N1483,23.56
N524,N527,30.05
N524,N1364,31.4
N524,N968,26.3
N525,N154,15.58
N525,N157,16.93
N525,N164,18.35
N525,N988,19.32
N526,N416,4.36
N526,N334,9.06
N526,N961,9.54
N526,N535,8.42
N526,N625,16.5
N527,N1096,13.73
N527,N709,12.22
N527,N1364,12.53
N527,N524,22.09
N527,N1386,28.67
N527,N1483,32.99
N528,N496,10.47
N528,N1354,20.68
N528,N1439,22.44
N528,N106,28.37
N528,N1168,34.47
N528,N1205,41.2
N529,N581,6.97
N529,N589,23.94
N529,N577,27.11
N529,N391,29.85
N529,N652,34.82
N530,N545,14.22
N530,N909,16.43
N530,N599,19.26
N530,N3,24.34
N530,N968,21.61
N531,N1105,12.94
N531,N1116,14.65
N531,N328,22.1
N531,N80,28.03
N532,N1319,14.7
N532,N230,14.69
N532,N696,23.96
N532,N1126,25.51
N532,N821,28.08
N533,N7,14.78
N533,N805,27.26
N533,N976,31.8
N534,N375,20.83
N534,N1230,29.72
N534,N1087,31.88
N534,N1024,33.48
N534,N920,47.67
N534,N841,48.45
N535,N416,4.76
N535,N334,7.84
N535,N526,12.07
N536,N1346,37.72
N536,N387,50.55
N536,N59,53.36
N537,N1305,14.14
N537,N1297,17.68
N537,N1072,18.23
N537,N1249,28.17
N537,N1402,26.06
N537,N370,32.19
N538,N806,2.29
N538,N261,10.64
N538,N262,12.15
N539,N140,11.69
N539,N1351,14.57
N539,N1190,17.51
N539,N1018,20.39
N539,N570,23.87
N540,N200,14.36
N540,N1175,20.12
N540,N1263,29.04
N540,N894,24.44
N540,N925,26.06
N541,N1194,15.0
N541,N819,24.62
N541,N1211,21.22
N541,N629,26.16
N542,N495,4.62
N542,N1286,40.41
N542,N103,36.26
N542,N702,47.31
N542,N568,52.9
N543,N743,25.01
N543,N786,26.0
N543,N807,24.03
N544,N131,7.04
N544,N663,9.4
N544,N1122,15.13
N544,N568,26.76
N545,N968,9.88
N545,N530,12.69
N545,N599,18.87
N545,N909,23.57
N546,N291,6.43
N546,N143,16.75
N546,N1017,13.02
N547,N300,25.36
N547,N1490,30.59
N547,N1159,29.87
N547,N1480,30.58
N548,N373,7.54
N548,N224,21.44
N548,N927,26.42
N548,N697,22.86
N548,N361,33.23
N548,N151,28.16
N549,N1167,13.23
N549,N594,18.22
N549,N1143,14.54
N550,N472,10.61
N550,N942,17.04
N550,N1301,27.68
N550,N11,33.85
N551,N857,14.14
N551,N1267,22.01
N551,N1316,23.38
N552,N816,15.52
N552,N988,18.07
N552,N525,35.07
N553,N1496,11.4
N553,N475,13.92
N553,N286,10.68
N554,N457,7.14
N554,N1235,13.8
N554,N1198,15.48
N554,N204,42.58
N554,N24,33.22
N555,N266,13.02
N555,N838,18.46
N555,N407,18.15
N555,N1128,26.65
N556,N949,11.08
N556,N206,15.09
N556,N667,20.48
N556,N1276,26.24
N556,N1150,32.07
N557,N680,5.66
N557,N1270,16.7
N557,N658,35.04
N557,N1414,34.55
N558,N757,4.86
N558,N1009,14.34
N558,N241,15.85
N558,N730,23.23
N559,N435,20.01
N559,N803,17.5
N559,N626,22.2
N560,N1413,15.92
N560,N1243,17.49
N560,N160,19.05
N560,N242,26.84
N560,N1045,21.72
N560,N270,26.05
N561,N18,11.68
N561,N1199,27.51
N561,N14,29.56
N561,N347,36.1
N561,N277,31.92
N561,N151,34.54
N562,N0,3.49
N562,N569,9.91
N562,N516,16.81
N562,N1161,20.2
N563,N690,9.19
N563,N922,19.96
N563,N593,30.69
N564,N515,19.14
N564,N1015,38.2
N564,N1,38.7
N564,N705,43.15
N564,N1432,53.62
N565,N305,9.86
N565,N190,15.84
N565,N811,24.03
N565,N180,26.01
N565,N997,32.66
N565,N124,28.14
N566,N686,24.33
N566,N828,34.16
N566,N744,38.44
N566,N718,41.67
N566,N240,34.38
N566,N689,39.71
N567,N323,9.05
N567,N1315,10.74
N567,N679,10.87
N568,N1008,20.45
N568,N1122,18.97
N568,N248,24.33
N568,N1286,28.25
N568,N544,24.27
N569,N0,9.19
N569,N562,9.57
N569,N250,12.51
N569,N1161,20.06
N569,N516,25.74
N569,N134,34.47
N570,N381,17.03
N570,N729,26.75
N570,N539,29.82
N570,N1351,32.08
N570,N140,30.89
N570,N1018,28.11
N571,N92,14.57
N571,N1358,17.19
N571,N1231,30.84
N571,N280,32.47
N571,N602,33.25
N571,N1069,33.17
N572,N632,31.24
N572,N1009,33.41
N572,N241,29.8
N573,N927,13.28
N573,N1169,23.01
N573,N353,24.05
N573,N60,33.19
N574,N44,8.94
N574,N812,14.94
N574,N1218,22.04
N575,N268,16.57
N575,N751,15.74
N575,N1452,33.51
N575,N1207,33.27
N575,N1186,31.91
N575,N1000,41.88
N576,N363,3.65
N576,N1407,10.05
N576,N641,12.47
N577,N581,15.8
N577,N833,15.66
N577,N1046,19.81
N578,N1492,7.48
N578,N668,10.41
N578,N580,16.78
N578,N894,18.6
N578,N144,21.69
N578,N95,18.06
N579,N269,6.02
N579,N1336,16.68
N579,N69,18.1
N579,N1291,16.38
N579,N662,22.09
N579,N1074,22.18
N580,N144,9.04
N580,N95,10.63
N580,N668,14.42
N580,N578,15.09
N580,N1492,24.54
N580,N894,35.13
N581,N529,9.33
N581,N577,15.15
N581,N589,23.61
N581,N833,30.11
N581,N199,27.37
N582,N867,18.23
N582,N1161,22.12
N582,N516,16.67
N582,N1330,28.85
N582,N860,26.32
N583,N647,5.26
N583,N822,23.37
N583,N158,23.21
N584,N981,16.35
N584,N197,14.59
N584,N869,17.64
N585,N84,6.71
N585,N1463,9.81
N585,N1038,12.24
N586,N1391,12.33
N586,N518,18.4
N586,N231,14.87
N586,N984,20.98
N586,N1375,28.12
N587,N162,18.14
N587,N145,26.38
N587,N50,27.49
N587,N1258,32.99
N587,N364,32.14
N587,N992,39.64
N588,N29,13.83
N588,N636,15.52
N588,N1278,20.41
N589,N391,15.52
N589,N223,18.27
N589,N529,21.57
N589,N1095,17.77
N589,N581,26.34
N590,N1148,15.71
N590,N282,24.12
N590,N32,37.66
N590,N1435,27.55
N590,N664,40.09
N590,N1451,34.95
N591,N623,4.32
N591,N658,21.65
N591,N149,20.73
N591,N622,29.99
N591,N680,37.74
N592,N1076,18.1
N592,N1051,23.0
N592,N804,31.24
N593,N872,8.87
N593,N57,13.42
N593,N917,15.27
N593,N643,16.4
N593,N922,23.05
N594,N449,4.1
N594,N1167,4.69
N594,N1456,16.97
N594,N549,14.75
N594,N1143,31.18
N595,N417,15.82
N595,N285,17.59
N595,N1089,21.73
N595,N1146,18.14
N595,N1216,20.1
N596,N271,8.82
N596,N1110,15.83
N596,N990,22.66
