origen,destino,distancia
C2_N22,C2_N29,56.43
C2_N22,C2_N68,24.74
C2_N22,C2_N30,25.52
C2_N22,C2_N39,41.22
C2_N23,C2_N24,19.77
C2_N23,C2_N47,26.08
C2_N23,C2_N86,25.27
C2_N23,C2_N73,65.41
C2_N24,C2_N59,3.38
C2_N24,C2_N98,50.55
C2_N24,C2_N36,32.15
C2_N24,C2_N99,37.97
C2_N25,C2_N64,30.17
C2_N25,C2_N67,16.71
C2_N25,C2_N53,20.99
C2_N25,C2_N20,4.38
C2_N26,C2_N77,30.05
C2_N26,C2_N17,16.14
C2_N26,C2_N32,45.59
C2_N27,C2_N82,32.15
C2_N27,C2_N61,57.34
C2_N27,C2_N47,16.86
C2_N28,C2_N13,45.51
C2_N28,C2_N91,14.47
C2_N28,C2_N66,27.95
C2_N28,C2_N15,71.14
C2_N28,C2_N36,52.51
C2_N29,C2_N97,35.71
C2_N29,C2_N20,42.09
C2_N29,C2_N34,29.59
C2_N30,C2_N65,16.65
C2_N30,C2_N18,21.18
C2_N30,C2_N55,10.81
C2_N30,C2_N11,22.27
C2_N31,C2_N57,22.91
C2_N31,C2_N44,51.73
C2_N31,C2_N3,43.8
C2_N32,C2_N6,61.94
C2_N32,C2_N50,13.13
C2_N32,C2_N64,6.37
C2_N32,C2_N47,33.82
C2_N33,C2_N49,42.31
C2_N33,C2_N10,41.39
C2_N33,C2_N47,36.82
C2_N34,C2_N3,4.32
C2_N34,C2_N40,40.96
C2_N34,C2_N12,7.58
C2_N35,C2_N83,49.18
C2_N35,C2_N42,50.21
C2_N35,C2_N18,46.64
C2_N35,C2_N17,79.48
C2_N35,C2_N4,25.17
C2_N36,C2_N60,30.98
C2_N36,C2_N89,34.15
C2_N36,C2_N17,59.88
C2_N36,C2_N97,60.88
C2_N37,C2_N60,8.78
C2_N37,C2_N57,4.08
C2_N37,C2_N78,52.62
C2_N37,C2_N0,36.35
C2_N37,C2_N10,34.98
C2_N38,C2_N32,22.41
C2_N38,C2_N27,44.22
C2_N38,C2_N19,15.66
C2_N39,C2_N93,48.84
C2_N39,C2_N77,50.55
C2_N39,C2_N67,34.26
C2_N39,C2_N54,42.19
C2_N39,C2_N14,40.91
C2_N40,C2_N30,42.99
C2_N40,C2_N38,58.9
C2_N40,C2_N15,91.4
C2_N40,C2_N6,44.16
C2_N41,C2_N53,14.56
C2_N41,C2_N81,53.05
C2_N41,C2_N79,54.59
C2_N42,C2_N8,39.0
C2_N42,C2_N14,9.08
C2_N42,C2_N63,5.46
C2_N42,C2_N76,5.53
C2_N43,C2_N2,8.33
C2_N43,C2_N80,25.76
C2_N43,C2_N65,27.57
C2_N43,C2_N73,32.3
C2_N43,C2_N30,21.25
C2_N44,C2_N18,36.3
C2_N44,C2_N37,28.82
C2_N44,C2_N54,18.74
C2_N44,C2_N0,12.98
C2_N44,C2_N78,46.26
C2_N45,C2_N30,27.05
C2_N45,C2_N73,36.53
C2_N45,C2_N53,14.95
C2_N45,C2_N23,39.62
C2_N46,C2_N85,41.42
C2_N46,C2_N10,43.11
C2_N46,C2_N67,15.64
C2_N46,C2_N8,31.3
C2_N47,C2_N69,20.09
C2_N47,C2_N64,39.68
C2_N47,C2_N64,39.68
C2_N47,C2_N70,26.68
C2_N47,C2_N2,27.32
C2_N48,C2_N60,23.44
C2_N48,C2_N5,28.13
C2_N48,C2_N81,43.36
C2_N48,C2_N49,56.46
C2_N49,C2_N32,57.05
C2_N49,C2_N95,20.52
C2_N49,C2_N2,57.86
C2_N49,C2_N45,23.63
C2_N50,C2_N44,30.56
C2_N50,C2_N30,11.21
C2_N50,C2_N93,11.2
C2_N51,C2_N80,66.11
C2_N51,C2_N13,75.53
C2_N51,C2_N98,30.82
C2_N51,C2_N74,41.25
C2_N51,C2_N94,12.35
C2_N52,C2_N17,53.68
C2_N52,C2_N5,42.33
C2_N52,C2_N45,39.66
C2_N52,C2_N69,3.69
C2_N53,C2_N82,18.5
C2_N53,C2_N22,5.39
C2_N53,C2_N99,9.77
C2_N53,C2_N87,7.1
C2_N54,C2_N89,28.68
C2_N54,C2_N61,25.66
C2_N54,C2_N80,30.66
C2_N54,C2_N23,23.32
C2_N55,C2_N8,30.06
C2_N55,C2_N91,9.6
C2_N55,C2_N99,43.37
C2_N56,C2_N4,25.04
C2_N56,C2_N37,31.73
C2_N56,C2_N25,37.23
C2_N56,C2_N5,10.03
C2_N57,C2_N5,41.31
C2_N57,C2_N40,47.51
C2_N57,C2_N39,27.81
C2_N58,C2_N50,27.41
C2_N58,C2_N69,10.74
C2_N58,C2_N60,42.2
C2_N58,C2_N32,21.34
C2_N58,C2_N4,27.72
C2_N59,C2_N24,3.38
C2_N59,C2_N36,29.29
C2_N59,C2_N45,25.77
C2_N59,C2_N99,35.17
C2_N59,C2_N6,40.59
C2_N60,C2_N42,22.18
C2_N60,C2_N34,23.58
C2_N60,C2_N15,52.8
C2_N60,C2_N47,46.72
C2_N60,C2_N55,22.34
C2_N61,C2_N95,39.13
C2_N61,C2_N56,30.5
C2_N61,C2_N49,46.65
C2_N61,C2_N43,12.52
C2_N62,C2_N63,25.27
C2_N62,C2_N88,27.55
C2_N62,C2_N63,25.27
C2_N63,C2_N66,13.83
C2_N63,C2_N34,10.37
C2_N63,C2_N10,50.44
C2_N63,C2_N93,8.55
C2_N64,C2_N10,59.79
C2_N64,C2_N55,33.43
C2_N64,C2_N77,21.86
C2_N64,C2_N23,13.6
C2_N65,C2_N37,34.06
C2_N65,C2_N41,55.54
C2_N65,C2_N13,42.18
C2_N65,C2_N10,64.68
C2_N65,C2_N41,55.54
C2_N66,C2_N37,17.88
C2_N66,C2_N39,43.18
C2_N66,C2_N57,15.48
C2_N66,C2_N77,7.73
C2_N66,C2_N91,16.9
C2_N67,C2_N21,39.31
C2_N67,C2_N88,36.51
C2_N67,C2_N56,23.65
C2_N67,C2_N44,20.9
C2_N68,C2_N5,86.48
C2_N68,C2_N93,44.66
C2_N68,C2_N45,33.11
C2_N68,C2_N78,31.25
C2_N69,C2_N35,37.52
C2_N69,C2_N81,26.26
C2_N69,C2_N7,47.81
C2_N69,C2_N9,26.14
C2_N70,C2_N81,29.19
C2_N70,C2_N51,36.6
C2_N70,C2_N46,9.17
C2_N70,C2_N65,15.0
C2_N70,C2_N95,33.53
C2_N71,C2_N20,37.64
C2_N71,C2_N3,23.95
C2_N71,C2_N18,39.37
C2_N71,C2_N77,24.03
C2_N71,C2_N86,10.57
C2_N72,C2_N4,82.07
C2_N72,C2_N16,66.2
C2_N72,C2_N8,45.21
C2_N72,C2_N30,40.26
C2_N73,C2_N46,42.37
C2_N73,C2_N46,42.37
C2_N73,C2_N49,38.76
C2_N73,C2_N72,41.88
C2_N73,C2_N4,74.91
C2_N74,C2_N19,8.12
C2_N74,C2_N86,10.91
C2_N74,C2_N57,22.89
C2_N74,C2_N47,22.48
C2_N74,C2_N47,22.48
C2_N75,C2_N97,49.05
C2_N75,C2_N9,17.55
C2_N75,C2_N73,49.46
C2_N75,C2_N17,49.7
C2_N76,C2_N46,7.01
C2_N76,C2_N50,6.94
C2_N76,C2_N40,51.05
C2_N76,C2_N83,15.4
C2_N76,C2_N35,55.65
C2_N77,C2_N14,9.67
C2_N77,C2_N3,2.19
C2_N77,C2_N94,26.54
C2_N78,C2_N63,22.86
C2_N78,C2_N66,36.67
C2_N78,C2_N49,61.49
C2_N79,C2_N15,72.82
C2_N79,C2_N33,30.46
C2_N79,C2_N99,56.24
C2_N79,C2_N33,30.46
C2_N79,C2_N90,32.69
C2_N80,C2_N27,36.35
C2_N80,C2_N78,60.23
C2_N80,C2_N36,60.54
C2_N80,C2_N88,52.08
C2_N81,C2_N25,41.72
C2_N81,C2_N15,44.45
C2_N81,C2_N17,75.53
C2_N81,C2_N9,46.78
C2_N82,C2_N22,21.43
C2_N82,C2_N91,33.4
C2_N82,C2_N56,48.45
C2_N82,C2_N11,32.54
C2_N83,C2_N40,56.45
C2_N83,C2_N85,50.07
C2_N83,C2_N44,33.29
C2_N83,C2_N90,11.3
C2_N83,C2_N8,51.16
C2_N84,C2_N69,29.18
C2_N84,C2_N37,9.18
C2_N84,C2_N38,30.66
C2_N84,C2_N20,19.27
C2_N84,C2_N91,20.23
C2_N85,C2_N89,63.7
C2_N85,C2_N81,51.28
C2_N85,C2_N22,63.76
C2_N85,C2_N46,41.42
C2_N85,C2_N65,23.82
C2_N86,C2_N15,65.18
C2_N86,C2_N25,24.3
C2_N86,C2_N17,39.6
C2_N87,C2_N63,17.26
C2_N87,C2_N3,24.84
C2_N87,C2_N46,24.44
C2_N88,C2_N73,57.63
C2_N88,C2_N47,43.74
C2_N88,C2_N59,21.95
C2_N88,C2_N70,19.03
C2_N88,C2_N16,51.8
C2_N89,C2_N11,53.26
C2_N89,C2_N8,23.95
C2_N89,C2_N39,17.41
C2_N89,C2_N50,32.72
C2_N89,C2_N91,42.93
C2_N90,C2_N61,36.11
C2_N90,C2_N67,24.41
C2_N90,C2_N52,14.14
C2_N90,C2_N98,46.37
C2_N90,C2_N52,14.14
C2_N91,C2_N9,27.06
C2_N91,C2_N16,15.18
C2_N91,C2_N40,24.95
C2_N91,C2_N82,33.4
C2_N91,C2_N9,27.06
C2_N92,C2_N59,44.96
C2_N92,C2_N87,70.79
C2_N92,C2_N66,44.62
C2_N92,C2_N44,27.51
C2_N93,C2_N99,33.51
C2_N93,C2_N70,1.9
C2_N93,C2_N81,30.92
C2_N94,C2_N23,14.04
C2_N94,C2_N98,26.49
C2_N94,C2_N16,55.13
C2_N94,C2_N55,37.67
C2_N94,C2_N64,8.34
C2_N95,C2_N15,34.63
C2_N95,C2_N66,30.66
C2_N95,C2_N19,30.72
C2_N96,C2_N21,69.87
C2_N96,C2_N20,46.9
C2_N96,C2_N41,75.9
C2_N96,C2_N90,52.35
C2_N97,C2_N44,33.8
C2_N97,C2_N66,35.28
C2_N97,C2_N36,60.88
C2_N98,C2_N32,35.1
C2_N98,C2_N25,59.8
C2_N98,C2_N81,20.29
C2_N99,C2_N35,71.71
C2_N99,C2_N16,65.64
C2_N99,C2_N80,66.36
C2_N99,C2_N38,19.6
C2_N99,C2_N78,25.87
C3_N0,C3_N67,14.06
C3_N0,C3_N28,56.17
C3_N0,C3_N81,77.36
C3_N0,C3_N29,41.63
C3_N0,C3_N6,76.46
C3_N1,C3_N52,40.84
C3_N1,C3_N42,33.21
C3_N1,C3_N91,70.55
C3_N2,C3_N12,33.53
C3_N2,C3_N87,71.08
C3_N2,C3_N98,58.96
C3_N2,C3_N17,37.61
C3_N3,C3_N70,35.65
C3_N3,C3_N20,38.85
C3_N3,C3_N52,28.31
C3_N4,C3_N60,33.26
C3_N4,C3_N61,23.34
C3_N4,C3_N83,11.48
C3_N4,C3_N25,30.3
C3_N4,C3_N96,27.96
C3_N5,C3_N41,37.39
C3_N5,C3_N36,33.75
C3_N5,C3_N82,26.52
C3_N5,C3_N7,41.24
C3_N6,C3_N83,21.43
C3_N6,C3_N73,55.65
C3_N6,C3_N29,78.73
C3_N7,C3_N94,41.62
C3_N7,C3_N92,7.53
C3_N7,C3_N4,19.51
C3_N7,C3_N22,39.93
C3_N7,C3_N53,39.33
C3_N8,C3_N4,24.38
C3_N8,C3_N50,30.22
C3_N8,C3_N63,22.76
C3_N9,C3_N95,35.51
C3_N9,C3_N37,14.08
C3_N9,C3_N4,14.09
C3_N10,C3_N38,51.85
C3_N10,C3_N72,42.15
C3_N10,C3_N77,30.31
C3_N11,C3_N42,37.37
C3_N11,C3_N36,17.21
C3_N11,C3_N58,35.91
C3_N12,C3_N69,3.4
C3_N12,C3_N67,32.02
C3_N12,C3_N63,32.5
C3_N12,C3_N17,52.15
C3_N12,C3_N64,32.46
C3_N13,C3_N34,46.92
C3_N13,C3_N24,20.67
C3_N13,C3_N14,31.4
C3_N13,C3_N42,17.05
C3_N14,C3_N93,33.75
C3_N14,C3_N58,46.2
C3_N14,C3_N82,17.93
C3_N15,C3_N91,46.55
C3_N15,C3_N23,3.3
C3_N15,C3_N1,48.09
C3_N15,C3_N94,27.9
C3_N16,C3_N37,19.84
C3_N16,C3_N72,17.27
C3_N16,C3_N86,20.96
C3_N16,C3_N96,63.56
C3_N17,C3_N22,66.63
C3_N17,C3_N78,32.98
C3_N17,C3_N81,42.83
C3_N18,C3_N54,17.91
C3_N18,C3_N65,14.25
C3_N18,C3_N41,29.75
C3_N18,C3_N11,45.83
C3_N19,C3_N85,20.22
C3_N19,C3_N12,16.68
C3_N19,C3_N23,5.91
C3_N19,C3_N17,55.73
C3_N20,C3_N41,22.03
C3_N20,C3_N31,22.23
C3_N20,C3_N0,52.61
C3_N20,C3_N33,44.77
C3_N21,C3_N30,48.8
C3_N21,C3_N57,22.91
C3_N21,C3_N96,22.33
C3_N21,C3_N34,26.44
C3_N22,C3_N38,18.43
C3_N22,C3_N74,19.49
C3_N22,C3_N92,33.7
C3_N22,C3_N73,54.31
C3_N23,C3_N33,36.2
C3_N23,C3_N83,4.39
C3_N23,C3_N46,9.75
C3_N24,C3_N30,53.77
C3_N24,C3_N7,15.05
C3_N24,C3_N85,17.83
C3_N24,C3_N15,17.93
C3_N24,C3_N59,42.15
C3_N25,C3_N20,22.74
C3_N25,C3_N51,27.27
C3_N25,C3_N87,18.47
C3_N25,C3_N64,54.87
C3_N26,C3_N98,36.64
C3_N26,C3_N39,25.78
C3_N26,C3_N88,51.77
C3_N26,C3_N15,45.0
C3_N26,C3_N81,63.95
C3_N27,C3_N47,1.88
C3_N27,C3_N78,41.36
C3_N27,C3_N28,10.31
C3_N27,C3_N28,10.31
C3_N28,C3_N61,39.01
C3_N28,C3_N19,6.18
C3_N28,C3_N58,44.19
C3_N29,C3_N77,50.15
C3_N29,C3_N47,72.2
C3_N29,C3_N53,13.37
C3_N29,C3_N89,27.85
C3_N29,C3_N70,49.71
C3_N30,C3_N96,62.6
C3_N30,C3_N68,95.42
C3_N30,C3_N85,47.26
C3_N30,C3_N27,22.65
C3_N31,C3_N87,37.3
C3_N31,C3_N96,9.46
C3_N31,C3_N76,43.34
C3_N32,C3_N67,19.77
C3_N32,C3_N57,29.4
C3_N32,C3_N67,19.77
C3_N33,C3_N46,26.75
C3_N33,C3_N9,36.2
C3_N33,C3_N72,28.93
C3_N33,C3_N14,41.34
C3_N33,C3_N7,22.0
C3_N34,C3_N64,39.74
C3_N34,C3_N25,24.29
C3_N34,C3_N73,60.72
C3_N34,C3_N68,72.99
C3_N34,C3_N19,15.96
C3_N35,C3_N41,11.7
C3_N35,C3_N66,44.46
C3_N35,C3_N56,16.5
C3_N36,C3_N87,82.6
C3_N36,C3_N26,72.75
C3_N36,C3_N91,20.16
C3_N37,C3_N62,38.11
C3_N37,C3_N11,17.19
C3_N37,C3_N65,47.78
C3_N37,C3_N57,5.96
C3_N37,C3_N7,2.56
C3_N38,C3_N16,55.01
C3_N38,C3_N65,39.73
C3_N38,C3_N53,62.92
C3_N38,C3_N58,60.17
C3_N39,C3_N7,47.27
C3_N39,C3_N71,48.18
C3_N39,C3_N59,63.58
C3_N39,C3_N86,43.49
C3_N40,C3_N2,49.7
C3_N40,C3_N50,51.88
C3_N40,C3_N32,3.64
C3_N40,C3_N0,29.83
C3_N40,C3_N95,26.74
C3_N41,C3_N74,17.33
C3_N41,C3_N9,11.91
C3_N41,C3_N5,37.39
C3_N42,C3_N44,70.51
C3_N42,C3_N89,27.49
C3_N42,C3_N8,52.67
C3_N42,C3_N69,33.34
C3_N43,C3_N8,73.52
C3_N43,C3_N60,78.69
C3_N43,C3_N4,49.16
C3_N44,C3_N52,39.0
C3_N44,C3_N23,39.47
C3_N44,C3_N98,51.28
C3_N44,C3_N17,88.04
C3_N45,C3_N93,17.32
C3_N45,C3_N82,40.71
C3_N45,C3_N53,74.72
C3_N45,C3_N47,41.22
C3_N45,C3_N48,49.25
C3_N46,C3_N48,13.42
C3_N46,C3_N48,13.42
C3_N46,C3_N10,23.2
C3_N46,C3_N87,55.24
C3_N47,C3_N69,25.77
C3_N47,C3_N17,66.76
C3_N47,C3_N83,14.69
C3_N47,C3_N44,26.75
C3_N47,C3_N15,15.17
C3_N48,C3_N68,40.59
C3_N48,C3_N50,36.32
C3_N48,C3_N67,28.85
C3_N49,C3_N93,14.59
C3_N49,C3_N28,20.73
C3_N49,C3_N0,40.44
C3_N50,C3_N38,10.52
C3_N50,C3_N59,28.58
C3_N50,C3_N86,34.03
C3_N51,C3_N69,17.19
C3_N51,C3_N54,20.87
C3_N51,C3_N68,63.75
C3_N51,C3_N48,23.17
C3_N51,C3_N29,63.65
C3_N52,C3_N58,41.56
C3_N52,C3_N44,39.0
C3_N52,C3_N19,8.64
C3_N53,C3_N24,31.84
C3_N53,C3_N92,34.02
C3_N53,C3_N97,13.09
C3_N53,C3_N14,47.16
C3_N54,C3_N84,27.12
C3_N54,C3_N53,45.79
C3_N54,C3_N78,31.82
C3_N55,C3_N30,64.67
C3_N55,C3_N26,64.7
C3_N55,C3_N8,28.9
C3_N56,C3_N76,12.68
C3_N56,C3_N4,13.97
C3_N56,C3_N57,11.49
C3_N57,C3_N86,11.93
C3_N57,C3_N90,66.35
C3_N57,C3_N6,36.28
C3_N57,C3_N31,34.28
C3_N57,C3_N94,40.35
C3_N58,C3_N51,42.36
C3_N58,C3_N56,34.52
C3_N58,C3_N29,85.68
C3_N59,C3_N27,22.07
C3_N59,C3_N96,62.38
C3_N59,C3_N99,27.72
C3_N59,C3_N7,36.68
C3_N59,C3_N17,67.99
C3_N60,C3_N37,17.21
C3_N60,C3_N29,66.18
C3_N60,C3_N93,68.77
C3_N60,C3_N73,31.89
C3_N60,C3_N40,53.13
C3_N61,C3_N76,45.55
C3_N61,C3_N98,19.72
C3_N61,C3_N86,33.79
C3_N61,C3_N41,28.46
C3_N61,C3_N30,71.92
C3_N62,C3_N18,33.57
C3_N62,C3_N84,24.28
C3_N62,C3_N66,72.05
C3_N62,C3_N28,54.35
C3_N63,C3_N38,53.07
C3_N63,C3_N35,13.25
C3_N63,C3_N7,8.18
C3_N63,C3_N71,15.41
C3_N64,C3_N94,47.47
C3_N64,C3_N22,47.31
C3_N64,C3_N80,2.99
C3_N64,C3_N86,13.51
C3_N64,C3_N54,44.73
C3_N65,C3_N63,57.05
C3_N65,C3_N6,61.25
C3_N65,C3_N44,46.4
C3_N65,C3_N82,19.31
C3_N65,C3_N85,24.84
C3_N66,C3_N67,75.8
C3_N66,C3_N40,66.61
C3_N66,C3_N89,75.89
C3_N66,C3_N53,72.64
C3_N67,C3_N19,48.42
C3_N67,C3_N38,44.79
C3_N67,C3_N48,28.85
C3_N67,C3_N23,46.26
C3_N68,C3_N60,67.53
C3_N68,C3_N30,95.42
C3_N68,C3_N28,62.59
C3_N68,C3_N38,70.0
C3_N68,C3_N90,85.65
C3_N69,C3_N59,40.77
C3_N69,C3_N7,21.37
C3_N69,C3_N71,21.35
C3_N70,C3_N53,40.89
C3_N70,C3_N71,26.47
C3_N70,C3_N67,30.92
C3_N70,C3_N17,56.05
C3_N71,C3_N31,38.05
C3_N71,C3_N32,41.0
C3_N71,C3_N26,54.8
C3_N71,C3_N42,44.7
C3_N72,C3_N10,42.15
C3_N72,C3_N57,28.59
C3_N72,C3_N47,54.52
C3_N72,C3_N11,13.91
C3_N72,C3_N68,67.43
C3_N73,C3_N24,28.82
C3_N73,C3_N6,55.65
C3_N73,C3_N34,60.72
C3_N73,C3_N48,34.13
C3_N73,C3_N86,32.08
C3_N74,C3_N77,11.12
C3_N74,C3_N5,25.22
C3_N74,C3_N9,21.0
C3_N74,C3_N24,8.68
C3_N74,C3_N97,30.47
C3_N75,C3_N92,29.35
C3_N75,C3_N85,8.83
C3_N75,C3_N71,36.72
C3_N75,C3_N27,33.75
C3_N75,C3_N61,22.4
C3_N76,C3_N42,51.75
C3_N76,C3_N38,40.16
C3_N76,C3_N1,59.19
C3_N77,C3_N24,16.43
C3_N77,C3_N94,13.75
C3_N77,C3_N15,19.78
C3_N78,C3_N96,35.31
C3_N78,C3_N61,15.66
C3_N78,C3_N31,28.32
C3_N78,C3_N89,33.88
C3_N78,C3_N77,24.69
C3_N79,C3_N26,10.01
C3_N79,C3_N50,23.22
C3_N79,C3_N30,40.68
C3_N79,C3_N70,31.33
C3_N79,C3_N41,50.97
C3_N80,C3_N48,35.78
C3_N80,C3_N59,30.88
C3_N80,C3_N68,66.46
C3_N80,C3_N83,28.01
C3_N81,C3_N39,58.16
C3_N81,C3_N33,35.42
C3_N81,C3_N46,21.62
C3_N81,C3_N65,61.8
C3_N82,C3_N59,50.01
C3_N82,C3_N12,9.71
C3_N82,C3_N92,25.2
C3_N82,C3_N60,46.53
C3_N83,C3_N26,39.46
C3_N83,C3_N47,14.69
C3_N83,C3_N40,36.42
C3_N83,C3_N52,4.53
C3_N84,C3_N72,43.59
C3_N84,C3_N28,30.21
C3_N84,C3_N94,34.23
C3_N85,C3_N2,39.91
C3_N85,C3_N33,41.74
C3_N85,C3_N70,3.11
C3_N86,C3_N74,20.87
C3_N86,C3_N92,9.44
C3_N86,C3_N53,43.34
C3_N86,C3_N37,6.72
C3_N86,C3_N19,13.84
C3_N87,C3_N42,73.19
C3_N87,C3_N29,80.2
C3_N87,C3_N48,49.37
C3_N88,C3_N31,30.34
C3_N88,C3_N63,15.4
C3_N88,C3_N70,21.21
C3_N88,C3_N83,17.0
C3_N88,C3_N87,59.77
C3_N89,C3_N32,15.75
C3_N89,C3_N97,38.38
C3_N89,C3_N62,34.43
C3_N89,C3_N92,41.93
C3_N90,C3_N94,27.76
C3_N90,C3_N62,84.89
C3_N90,C3_N58,78.21
C3_N90,C3_N21,45.87
C3_N90,C3_N93,27.32
C3_N91,C3_N21,52.15
C3_N91,C3_N17,12.86
C3_N91,C3_N92,33.29
C3_N91,C3_N69,47.98
C3_N92,C3_N23,15.19
C3_N92,C3_N69,14.87
C3_N92,C3_N82,25.2
C3_N92,C3_N7,7.53
C3_N93,C3_N4,37.09
C3_N93,C3_N9,45.13
C3_N93,C3_N85,25.34
C3_N93,C3_N6,53.86
C3_N93,C3_N97,63.29
C3_N94,C3_N52,24.35
C3_N94,C3_N17,70.83
C3_N94,C3_N80,50.27
C3_N95,C3_N8,45.57
C3_N95,C3_N90,36.02
C3_N95,C3_N19,32.99
C3_N96,C3_N27,42.24
C3_N96,C3_N64,56.0
C3_N96,C3_N58,75.65
C3_N97,C3_N7,30.26
C3_N97,C3_N79,71.18
C3_N97,C3_N81,44.78
C3_N97,C3_N85,42.01
C3_N98,C3_N61,19.72
C3_N98,C3_N84,26.45
C3_N98,C3_N62,36.35
C3_N98,C3_N2,58.96
C3_N98,C3_N0,17.94
C3_N99,C3_N70,15.2
C3_N99,C3_N52,4.32
C3_N99,C3_N1,44.27
C3_N99,C3_N2,23.94
C3_N99,C3_N67,45.51
C4_N0,C4_N51,38.09
C4_N0,C4_N96,29.18
C4_N0,C4_N42,22.51
C4_N0,C4_N55,34.89
C4_N0,C4_N13,32.39
C4_N1,C4_N12,32.15
C4_N1,C4_N33,7.14
C4_N1,C4_N28,21.29
C4_N2,C4_N95,24.32
C4_N2,C4_N66,15.71
C4_N2,C4_N71,33.04
C4_N2,C4_N74,21.21
C4_N2,C4_N88,13.89
C4_N3,C4_N28,48.93
C4_N3,C4_N57,69.22
C4_N3,C4_N47,30.54
C4_N3,C4_N50,24.55
C4_N3,C4_N59,26.67
C4_N4,C4_N75,17.39
C4_N4,C4_N88,23.31
C4_N4,C4_N64,53.91
C4_N4,C4_N19,57.49
C4_N4,C4_N44,26.99
C4_N5,C4_N61,12.31
C4_N5,C4_N13,33.78
C4_N5,C4_N37,26.48
C4_N6,C4_N10,50.61
C4_N6,C4_N14,2.31
C4_N6,C4_N93,5.42
C4_N6,C4_N18,9.12
C4_N7,C4_N39,34.35
C4_N7,C4_N43,31.14
C4_N7,C4_N58,38.14
C4_N7,C4_N26,31.59
C4_N8,C4_N61,28.42
C4_N8,C4_N44,30.71
C4_N8,C4_N60,21.72
C4_N8,C4_N12,29.68
C4_N8,C4_N56,70.65
C4_N9,C4_N89,30.87
C4_N9,C4_N57,66.52
C4_N9,C4_N40,45.79
C4_N9,C4_N8,14.98
C4_N9,C4_N38,69.9
C4_N10,C4_N90,73.22
C4_N10,C4_N14,52.64
C4_N10,C4_N2,44.45
C4_N11,C4_N82,37.51
C4_N11,C4_N13,31.14
C4_N11,C4_N86,32.7
C4_N11,C4_N21,34.5
C4_N12,C4_N31,51.7
C4_N12,C4_N66,12.64
C4_N12,C4_N22,19.19
C4_N12,C4_N70,22.75
C4_N12,C4_N20,16.42
C4_N13,C4_N71,32.22
C4_N13,C4_N54,62.17
C4_N13,C4_N59,30.81
C4_N13,C4_N29,60.57
C4_N14,C4_N80,54.0
C4_N14,C4_N23,5.13
C4_N14,C4_N23,5.13
C4_N14,C4_N81,42.48
C4_N15,C4_N55,28.34
C4_N15,C4_N50,37.87
C4_N15,C4_N3,14.48
C4_N15,C4_N94,25.53
C4_N15,C4_N78,70.07
C4_N16,C4_N57,64.74
C4_N16,C4_N75,12.55
C4_N16,C4_N54,91.06
C4_N17,C4_N0,59.13
C4_N17,C4_N90,74.42
C4_N17,C4_N27,30.65
C4_N17,C4_N26,39.83
C4_N18,C4_N96,6.02
C4_N18,C4_N90,41.24
C4_N18,C4_N8,41.31
C4_N18,C4_N73,24.81
C4_N19,C4_N68,18.31
C4_N19,C4_N23,35.38
C4_N19,C4_N46,40.04
C4_N20,C4_N25,18.97
C4_N20,C4_N58,34.34
C4_N20,C4_N14,11.28
C4_N20,C4_N33,16.72
C4_N21,C4_N62,44.81
C4_N21,C4_N67,19.67
C4_N21,C4_N81,52.34
C4_N21,C4_N40,49.09
C4_N21,C4_N76,66.04
C4_N22,C4_N78,12.14
C4_N22,C4_N50,28.14
C4_N22,C4_N75,12.28
C4_N22,C4_N14,30.87
C4_N23,C4_N45,41.72
C4_N23,C4_N58,34.09
C4_N23,C4_N79,49.76
C4_N23,C4_N22,34.17
C4_N24,C4_N90,30.54
C4_N24,C4_N38,39.02
C4_N24,C4_N78,40.0
C4_N24,C4_N75,37.51
C4_N24,C4_N10,49.49
C4_N25,C4_N17,44.57
C4_N25,C4_N40,23.62
C4_N25,C4_N15,37.31
C4_N25,C4_N30,23.64
C4_N25,C4_N39,13.24
C4_N26,C4_N23,37.16
C4_N26,C4_N47,45.49
C4_N26,C4_N88,48.17
C4_N27,C4_N65,44.91
C4_N27,C4_N49,13.2
C4_N27,C4_N53,41.77
C4_N28,C4_N17,70.31
C4_N28,C4_N73,21.35
C4_N28,C4_N49,27.11
C4_N28,C4_N54,47.08
C4_N28,C4_N23,21.48
C4_N29,C4_N81,62.27
C4_N29,C4_N68,14.91
C4_N29,C4_N88,40.42
C4_N29,C4_N82,37.21
C4_N30,C4_N71,19.36
C4_N30,C4_N21,50.17
C4_N30,C4_N62,25.41
C4_N31,C4_N17,56.67
C4_N31,C4_N23,32.02
C4_N31,C4_N40,36.6
C4_N31,C4_N57,48.58
C4_N32,C4_N6,2.56
C4_N32,C4_N45,40.79
C4_N32,C4_N1,17.61
C4_N32,C4_N62,18.45
C4_N32,C4_N17,45.74
C4_N33,C4_N49,12.22
C4_N33,C4_N71,18.17
C4_N33,C4_N64,34.7
C4_N34,C4_N63,25.05
C4_N34,C4_N52,7.13
C4_N34,C4_N87,4.94
C4_N34,C4_N62,14.42
C4_N34,C4_N53,41.14
C4_N35,C4_N56,53.53
C4_N35,C4_N62,29.32
C4_N35,C4_N21,29.82
C4_N35,C4_N10,19.36
C4_N35,C4_N72,39.15
C4_N36,C4_N97,57.5
C4_N36,C4_N28,9.19
C4_N36,C4_N37,41.82
C4_N37,C4_N35,20.24
C4_N37,C4_N28,42.82
